fd,seed,unit,n_unit,t_knee_idx,t_knee_norm,t_cp_idx,t_cp_norm,cusum_triggered
FD004,3,167,234,108.0,0.46153846153846156,108,0.46153846153846156,True
FD004,3,120,148,22.0,0.14864864864864866,49,0.3310810810810811,True
FD004,3,150,120,,,11,0.09166666666666666,True
FD004,3,139,222,96.0,0.43243243243243246,117,0.527027027027027,True
FD004,3,170,132,6.0,0.045454545454545456,43,0.32575757575757575,True
FD004,3,108,275,149.0,0.5418181818181819,15,0.05454545454545454,True
FD004,3,203,295,169.0,0.5728813559322034,35,0.11864406779661017,True
FD004,3,148,164,38.0,0.23170731707317074,54,0.32926829268292684,True
FD004,3,22,182,56.0,0.3076923076923077,14,0.07692307692307693,True
FD004,3,1,292,166.0,0.5684931506849316,61,0.2089041095890411,True
FD004,3,201,349,223.0,0.6389684813753582,17,0.04871060171919771,True
FD004,3,185,230,104.0,0.45217391304347826,21,0.09130434782608696,True
FD004,3,132,225,99.0,0.44,116,0.5155555555555555,True
FD004,3,153,139,13.0,0.09352517985611511,18,0.12949640287769784,True
FD004,3,107,154,28.0,0.18181818181818182,27,0.17532467532467533,True
FD004,4,57,164,38.0,0.23170731707317074,162,0.9878048780487805,True
FD004,4,167,234,108.0,0.46153846153846156,19,0.0811965811965812,True
FD004,4,202,212,86.0,0.4056603773584906,13,0.06132075471698113,True
FD004,4,150,120,,,14,0.11666666666666667,True
FD004,4,22,182,56.0,0.3076923076923077,11,0.06043956043956044,True
FD004,4,234,178,52.0,0.29213483146067415,25,0.1404494382022472,True
FD004,4,1,292,166.0,0.5684931506849316,83,0.2842465753424658,True
FD004,4,132,225,99.0,0.44,111,0.49333333333333335,True
FD004,4,53,275,149.0,0.5418181818181819,16,0.05818181818181818,True
FD004,4,127,206,80.0,0.3883495145631068,65,0.3155339805825243,True
FD004,4,39,173,47.0,0.27167630057803466,32,0.18497109826589594,True
FD004,4,45,148,22.0,0.14864864864864866,12,0.08108108108108109,True
FD004,4,179,406,280.0,0.6896551724137931,79,0.19458128078817735,True
FD004,4,165,226,100.0,0.4424778761061947,102,0.45132743362831856,True
FD004,4,244,238,112.0,0.47058823529411764,23,0.09663865546218488,True
FD004,4,58,252,126.0,0.5,54,0.21428571428571427,True
FD004,4,247,182,56.0,0.3076923076923077,61,0.33516483516483514,True
FD004,4,56,318,192.0,0.6037735849056604,116,0.36477987421383645,True
FD004,4,95,210,84.0,0.4,84,0.4,True
FD004,4,110,157,31.0,0.19745222929936307,17,0.10828025477707007,True
FD004,4,104,174,48.0,0.27586206896551724,34,0.19540229885057472,True
FD004,4,59,148,22.0,0.14864864864864866,11,0.07432432432432433,True
FD004,4,138,149,23.0,0.15436241610738255,101,0.6778523489932886,True
FD004,4,51,256,130.0,0.5078125,71,0.27734375,True
FD004,4,201,349,223.0,0.6389684813753582,27,0.07736389684813753,True
FD004,4,88,359,233.0,0.649025069637883,12,0.033426183844011144,True
FD004,4,105,141,15.0,0.10638297872340426,25,0.1773049645390071,True
FD004,4,130,137,11.0,0.08029197080291971,24,0.17518248175182483,True
FD004,4,198,135,9.0,0.06666666666666667,16,0.11851851851851852,True
FD004,4,184,350,224.0,0.64,11,0.03142857142857143,True
FD004,4,175,127,1.0,0.007874015748031496,98,0.7716535433070866,True
FD004,4,123,197,71.0,0.3604060913705584,43,0.2182741116751269,True
